,start_date,end_date,risk_level,quantity_recovered,url,states,0,0
646,2016-03-22,2016-05-25,High,75.0,https://www.fsis.usda.gov/recalls-alerts/freshology-inc.-recalls-chicken-salad-products-due-misbranding-and-undeclared,California,chicken salad products,misbranding and undeclared allergen
647,2016-04-06,2016-05-25,High,0.0,https://www.fsis.usda.gov/recalls-alerts/ukrops-homestyle-foods-recalls-ready-eat-turkey-pork-and-beef-products-due-possible,"North Carolina, Virginia, West Virginia","ready-to-eat turkey, pork, and beef products",possible foreign matter contamination
648,2016-04-07,2017-07-26,High,390584.0,https://www.fsis.usda.gov/recalls-alerts/pilgrims-pride-corp.-recalls-poultry-products-due-possible-foreign-matter-1,"Arizona, California, Colorado, Florida, Georgia, Kansas, Kentucky, Nebraska, North Carolina, Oklahoma, Tennessee, Texas, Utah",poultry products,possible foreign matter contamination
649,2016-04-12,2016-05-25,High,16.0,https://www.fsis.usda.gov/recalls-alerts/mountain-products-inc.-recalls-pork-products-due-misbranding-and-undeclared,"California, New York",pork products,misbranding and undeclared allergens
650,2016-04-14,2017-06-22,High,6922.0,https://www.fsis.usda.gov/recalls-alerts/perfect-fit-meals-recalls-poultry-products-due-misbranding-and-undeclared-allergen,Texas,poultry products,misbranding and undeclared allergen
651,2016-04-16,2016-10-14,High,8911.0,https://www.fsis.usda.gov/recalls-alerts/advancepierre-foods-recalls-pork-products-due-misbranding-and-undeclared-allergen,"Illinois, Iowa, Kentucky, Ohio",pork products,misbranding and undeclared allergen
652,2016-04-21,2016-05-25,High,220.0,https://www.fsis.usda.gov/recalls-alerts/meating-place-recalls-beef-product-due-possible-e.-coli-o157h7-contamination,,beef product,possible e. coli o157:h7 contamination
653,2016-04-26,2017-07-26,High,390584.0,https://www.fsis.usda.gov/recalls-alerts/pilgrims-pride-corp.-recalls-poultry-products-due-possible-foreign-matter-0,,poultry products,possible foreign matter contamination
654,2016-04-29,2016-05-25,High,0.0,https://www.fsis.usda.gov/recalls-alerts/greencore-usa-recalls-meat-poultry-products-produced-without-benefit-inspection,"Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island","meat, poultry products",produced without benefit of inspection
655,2016-04-29,2017-06-29,High,6100.0,https://www.fsis.usda.gov/recalls-alerts/foster-poultry-farms-recalls-poultry-products-due-possible-foreign-materials,"Alaska, Arizona, California, Utah, Washington",poultry products,possible foreign materials contamination
656,2016-05-04,2016-06-24,High,0.0,https://www.fsis.usda.gov/recalls-alerts/ghiringhelli-specialty-foods-firm-recalls-trader-joes-broccoli-slaw-kale-salad-white,"Arizona, California, Nevada, Utah",trader joe's broccoli slaw & kale salad with white meat chicken products,possible listeria contamination
657,2016-05-04,2016-08-31,High,557.0,https://www.fsis.usda.gov/recalls-alerts/michael-angelos-gourmet-foods-inc.-recalls-vegetable-lasagna-products-due,Indiana,vegetable lasagna products,misbranding and undeclared allergens
658,2016-05-05,2016-05-25,High,11.0,https://www.fsis.usda.gov/recalls-alerts/grey-plume-provisions-llc-recalls-charcuterie-meat-products-produced-without-benefit,"Iowa, Nebraska",charcuterie meat products,produced without benefit of inspection
659,2016-05-06,2017-07-26,High,390584.0,https://www.fsis.usda.gov/recalls-alerts/pilgrims-pride-corp.-recalls-poultry-products-due-possible-foreign-matter,,poultry products,possible foreign matter contamination
660,2016-05-07,2016-05-25,High,30.0,https://www.fsis.usda.gov/recalls-alerts/washington-firm-recalls-beef-jerky-products-may-be-undercooked,"Idaho, Washington",beef jerky products,may be undercooked
661,2016-05-07,2016-09-08,High,1225.0,https://www.fsis.usda.gov/recalls-alerts/la-autentica-foods-llc-firm-recalls-meat-tamale-products-due-possible-listeria,"Florida, New Jersey",meat tamale products,possible listeria contamination
662,2016-05-10,2017-07-20,High,20590.0,https://www.fsis.usda.gov/recalls-alerts/garland-ventures-ltd-recalls-poultry-products-due-possible-listeria-contamination,"Colorado, Georgia, Missouri, Utah",poultry products,possible listeria contamination
663,2016-05-11,2017-01-11,High,2058777.0,https://www.fsis.usda.gov/recalls-alerts/ajinomoto-windsor-inc.-recalls-meat-and-poultry-products-due-possible-listeria,,meat and poultry products,possible listeria contamination
664,2016-05-13,2017-07-31,High,390584.0,https://www.fsis.usda.gov/recalls-alerts/pilgrims-pride-corp.-expands-recall-poultry-products-due-possible-foreign-matter,,,possible foreign matter contamination
665,2016-05-18,2016-07-26,Marginal,31.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-041-2016-pork-dumpling-products,"Connecticut, Maryland, New Jersey, New York, Ohio, Pennsylvania",,
666,2016-05-19,2017-05-16,Low,19602.0,https://www.fsis.usda.gov/recalls-alerts/conagra-foods-packaged-foods-llc-recalls-two-beef-products-due-misbranding-and,,two beef products,misbranding and an undeclared allergen
667,2016-05-20,2016-10-14,High,219.0,https://www.fsis.usda.gov/recalls-alerts/papa-johns-salads-and-produce-recalls-ready-eat-salad-chicken-products-due-possible,"Colorado, Idaho, Minnesota, Montana, Nebraska, New Mexico, South Dakota, Wyoming",ready-to-eat salad with chicken products,possible listeria contamination
668,2016-05-26,2016-07-15,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/taylor-farms-florida-inc.-recalls-salads-containing-chicken-due-misbranding-and,Florida,salads containing chicken,misbranding and undeclared allergens
669,2016-05-27,2016-06-15,Marginal,53.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-045-2016-pulled-pork-products,Missouri,,
670,2016-06-03,2016-09-14,High,612.0,https://www.fsis.usda.gov/recalls-alerts/butterfield-foods-llc.-recalls-broccoli-salad-kit-products-due-possible-listeria,"Indiana, Ohio",broccoli salad kit products,possible listeria contamination
671,2016-06-04,2017-04-12,High,70.0,https://www.fsis.usda.gov/recalls-alerts/solomon-snacks-and-bakery-recalls-meat-pie-products-produced-without-benefit,"Illinois, Minnesota",meat pie products produced without benefit of inspection and,misbranding and undeclared allergens
672,2016-06-13,2016-07-06,High,106.0,https://www.fsis.usda.gov/recalls-alerts/asian-jade-customs-brokerage-recalls-sausage-products-distributed-without-benefit,"New Jersey, New York",sausage products,distributed without benefit of import inspection
673,2016-06-14,2016-07-05,High,150.0,https://www.fsis.usda.gov/recalls-alerts/g-m-co.-recalls-beef-products-due-possible-e.-coli-o157h7-contamination,"New Jersey, New York",beef products,possible e. coli o157:h7 contamination
674,2016-06-17,2016-08-16,High,340.0,https://www.fsis.usda.gov/recalls-alerts/red-bowl-food-corporation-recalls-wonton-and-dumpling-products-due-misbranding-and,"New Jersey, New York",wonton and dumpling products,misbranding and undeclared allergens
675,2016-06-18,2016-12-13,High,0.0,https://www.fsis.usda.gov/recalls-alerts/gnp-company-recalls-chicken-products-due-possible-foreign-matter-contamination,,chicken products,possible foreign matter contamination
676,2016-06-20,2016-12-12,High,0.0,https://www.fsis.usda.gov/recalls-alerts/u.s.-cado-holdings-inc.-recalls-imported-siluriformes-fish-products-distributed-1,"Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",imported siluriformes fish products,distributed without meeting fsis requirements
677,2016-06-25,2016-12-12,High,0.0,https://www.fsis.usda.gov/recalls-alerts/u.s.-cado-holdings-inc.-recalls-imported-siluriformes-fish-products-distributed-0,"Louisiana, Mississippi, Texas, Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",imported siluriformes fish products,distributed without meeting fsis requirements
678,2016-06-26,2016-08-22,High,1299.0,https://www.fsis.usda.gov/recalls-alerts/ghiringhelli-specialty-foods-inc.-recalls-poultry-products-due-mislabeling-and,"California, Colorado, Idaho, Louisiana, Nevada, Oklahoma, Oregon, Texas, Utah, Washington",poultry products,mislabeling and undeclared allergens
679,2016-07-01,2016-07-25,High,0.0,https://www.fsis.usda.gov/recalls-alerts/winter-gardens-quality-foods-inc.-recalls-lemongrass-basil-chicken-products-due,"Maryland, Massachusetts, New Jersey, North Carolina, Pennsylvania, Virginia, Washington",lemongrass basil chicken products,possible listeria contamination
680,2016-07-01,2016-08-30,Low,197.0,https://www.fsis.usda.gov/recalls-alerts/ghse-llc-recalls-chicken-products-due-misbranding-and-undeclared-allergen,"Alabama, Florida, Georgia, North Carolina, South Carolina, Tennessee, Virginia",chicken products,misbranding and undeclared allergen
681,2016-07-06,2016-09-14,High,44902.0,https://www.fsis.usda.gov/recalls-alerts/conagra-foods-recalls-frozen-chicken-and-beef-products-due-possible-foreign-matter-0,"Arkansas, Illinois, Michigan, Minnesota, New York, Vermont, Wisconsin",frozen chicken and beef products,possible foreign matter contamination
682,2016-07-08,2017-01-11,High,5644.0,https://www.fsis.usda.gov/recalls-alerts/kabobs-acquisition-inc.-recalls-not-ready-eat-meat-and-poultry-products-due-possible,,not ready-to-eat meat and poultry products,possible e. coli o121 contamination
683,2016-07-12,2016-07-25,High,8.0,https://www.fsis.usda.gov/recalls-alerts/simmons-prepared-foods-inc.-recalls-chicken-products-due-possible-e.-coli-o121,,chicken products,possible e. coli o121 contamination
684,2016-07-13,2017-07-31,High,1716.0,https://www.fsis.usda.gov/recalls-alerts/michael-angelos-gourmet-foods-inc.-recalls-shrimp-scampi-products-due-misbranding,,shrimp scampi products,misbranding and undeclared allergens
685,2016-07-14,2016-09-30,Low,300.0,https://www.fsis.usda.gov/recalls-alerts/haring-catfish-inc.-recalls-siluriformes-fish-products-due-possible-adulteration,"Arkansas, California, Louisiana, Mississippi, Oklahoma, Texas",siluriformes fish products,possible adulteration
686,2016-07-14,2016-12-12,High,0.0,https://www.fsis.usda.gov/recalls-alerts/u.s.-cado-holdings-inc.-recalls-imported-siluriformes-fish-products-distributed,"Puerto Rico, Louisiana, Mississippi, Texas, Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",imported siluriformes fish products,distributed without meeting fsis requirements
687,2016-07-15,2016-09-14,High,44902.0,https://www.fsis.usda.gov/recalls-alerts/conagra-foods-recalls-frozen-chicken-and-beef-products-due-possible-foreign-matter,,frozen chicken and beef products,possible foreign matter contamination
688,2016-07-19,2016-09-15,High,363888.0,https://www.fsis.usda.gov/recalls-alerts/bar-s-foods-company-recalls-chicken-and-pork-hot-dog-and-corn-dog-products-due,,chicken and pork hot dog and corn dog products,possible listeria contamination
689,2016-07-20,,,,https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-pork-product-due-possible-salmonella-contamination,,pork product,possible salmonella contamination
690,2016-07-21,2016-11-10,High,500.0,https://www.fsis.usda.gov/recalls-alerts/kapowsin-meats-inc.-recalls-pork-products-due-possible-salmonella-contamination,Washington,pork products,possible salmonella contamination
691,2016-07-22,2016-11-14,Low,770.0,https://www.fsis.usda.gov/recalls-alerts/house-smoke-recalls-products-due-nitrite-levels-excess-regulatory-limit,,products,nitrite levels in excess of regulatory limit
692,2016-07-26,2016-08-29,High,2640.0,https://www.fsis.usda.gov/recalls-alerts/pt-farm-llc-recalls-beef-products-due-possible-e.-coli-o157h7-contamination,"Maine, Massachusetts, New Hampshire, Vermont",beef products,possible e. coli o157:h7 contamination
693,2016-07-26,2016-09-14,High,0.0,https://www.fsis.usda.gov/recalls-alerts/good-food-concepts-llc-d.b..-ranch-foods-direct-recalls-non-intact-beef-products-due,Colorado,non-intact beef products,possible e. coli o157:h7 contamination
694,2016-07-27,2017-04-10,High,1064.0,https://www.fsis.usda.gov/recalls-alerts/tdl-group-corp.-recalls-dried-chicken-soup-mix-products-distributed-without-benefit,"Maine, New Jersey, New York, Pennsylvania",dried chicken soup mix products,distributed without benefit of import inspection
695,2016-07-28,2017-04-11,High,109.0,https://www.fsis.usda.gov/recalls-alerts/casa-di-trevi-recalls-meat-pasta-products-produced-without-benefit-inspection-and,,meat pasta products produced without benefit of inspection and,misbranding and undeclared allergens
696,2016-07-29,2016-11-04,High,295.0,https://www.fsis.usda.gov/recalls-alerts/santanas-black-label-gourmet-beef-jerky-recalls-beef-jerky-products-produced-without,Arizona,beef jerky products,produced without benefit of inspection
697,2016-08-01,2017-07-31,High,1716.0,https://www.fsis.usda.gov/recalls-alerts/michael-angelos-gourmet-foods-inc.-recalls-shrimp-scampi-and-meat-lasagna-products,,shrimp scampi and meat lasagna products,misbranding and undeclared allergens
698,2016-08-03,2017-03-02,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/grossglockner-inc.-recalls-pork-products-due-misbranding,"Maryland, New Jersey, Pennsylvania, Virginia",pork products,misbranding
699,2016-08-06,2016-11-07,High,3512.0,https://www.fsis.usda.gov/recalls-alerts/al-shabrawy-meat-incorporated-recalls-meat-and-poultry-products-due-misbranding-and,"California, Florida, Illinois, New Jersey, New York, Pennsylvania",meat and poultry products,misbranding and undeclared allergens
700,2016-08-10,2016-11-07,High,3512.0,https://www.fsis.usda.gov/recalls-alerts/al-shabrawy-incorporated-recalls-meat-and-poultry-products-due-misbranding-and,"California, Florida, Illinois, New Jersey, New York, Pennsylvania, California, Florida, Illinois, New Jersey, New York, Pennsylvania",meat and poultry products,misbranding and undeclared allergens
701,2016-08-10,2017-02-16,Low,4107.0,https://www.fsis.usda.gov/recalls-alerts/sam-kane-beef-processors-llc-recalls-ground-beef-products-due-possible-foreign,Texas,ground beef products,possible foreign material contamination
702,2016-08-21,2016-09-14,High,361.0,https://www.fsis.usda.gov/recalls-alerts/panna-cafc-express-go-inc.-recalls-various-meat-and-poultry-products-produced,Florida,various meat and poultry products,go inc. recalls various meat and poultry products produced without benefit of inspection
703,2016-08-24,2016-10-31,Low,7412.0,https://www.fsis.usda.gov/recalls-alerts/green-bay-dressed-beef-recalls-beef-products-due-possible-specified-risk-materials,California,beef products,possible specified risk materials contamination
704,2016-08-25,2017-02-22,Low,240.0,https://www.fsis.usda.gov/recalls-alerts/sentry-foods-recalls-frozen-chicken-entrces-due-possible-foreign-matter,"Indiana, Pennsylvania, Texas",frozen chicken entrçes,possible foreign matter contamination
705,2016-08-26,2016-10-31,High,0.0,https://www.fsis.usda.gov/recalls-alerts/wfsp-foods-llc-recalls-pork-and-chicken-sausage-products-due-misbranding-and,,pork and chicken sausage products,misbranding and undeclared allergens
706,2016-09-01,2016-10-14,Low,300.0,https://www.fsis.usda.gov/recalls-alerts/atherstone-foods-recalls-poultry-products-due-misbranding-and-undeclared-allergens,California,poultry products,misbranding and undeclared allergens
707,2016-09-08,2017-06-15,High,0.0,https://www.fsis.usda.gov/recalls-alerts/paradise-valley-market-inc.-carnival-supermarket-recalls-ground-beef-productsdue,,,possible e. coli o157:h7 adulteration
708,2016-09-09,2016-10-13,High,13.0,https://www.fsis.usda.gov/recalls-alerts/pt-farm-llc-recalls-lamb-products-due-possible-e.-coli-contamination,Massachusetts,lamb products,possible e. coli contamination
709,2016-09-10,2016-12-15,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/savory-foods-recalls-pork-rinds-due-misbranding-and-undeclared-allergen,Pennsylvania,pork rinds,misbranding and undeclared allergen
710,2016-09-10,2017-08-04,High,2092.0,https://www.fsis.usda.gov/recalls-alerts/mih-marketing-and-sales-recalls-meat-and-poultry-products-due-insanitary-conditions,,meat and poultry products,insanitary conditions
711,2016-09-16,2016-10-31,High,915.0,https://www.fsis.usda.gov/recalls-alerts/tucson-tamale-wholesale-company-llc-recalls-beef-tamale-products-containing-meat,,beef tamale products,containing meat produced without benefit of federal inspection
712,2016-09-16,2016-11-10,High,25.0,https://www.fsis.usda.gov/recalls-alerts/bunges-meats-recalls-pork-products-formulated-water-did-not-meet-epa-drinking-water,Pennsylvania,pork products formulated with water,did not meet epa drinking water standards
713,2016-09-17,2016-11-30,High,0.0,https://www.fsis.usda.gov/recalls-alerts/gallo-meats-llc.-recalls-sausage-beef-and-lamb-products-produced-without-benefit,,"sausage, beef and lamb products",produced without benefit of inspection
714,2016-09-20,2016-11-08,High,430.0,https://www.fsis.usda.gov/recalls-alerts/speedy-foods-recalls-chicken-spring-rolls-due-misbranding-and-undeclared-allergens,"Colorado, Oklahoma",chicken spring rolls,misbranding and undeclared allergens
715,2016-09-21,2016-10-19,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/502-boundary-blvd.-recalls-black-forest-ham-products-due-possible-foreign-matter,"Alaska, Utah, Washington",black forest ham products,possible foreign matter contamination
716,2016-09-22,2017-04-12,High,445.0,https://www.fsis.usda.gov/recalls-alerts/rfg-canada-inc.-recalls-meat-and-poultry-pizza-products-distributed-without-benefit,"Maryland, New York, Pennsylvania",meat and poultry pizza products,distributed without benefit of import inspection
717,2016-09-24,2017-01-19,High,0.0,https://www.fsis.usda.gov/recalls-alerts/kiwi-care-package-company-recalls-watties-canned-spaghetti-sausage-products,,wattie’s canned spaghetti with sausage products,distributed without benefit of import inspection
718,2016-09-24,2017-02-13,High,43496.0,https://www.fsis.usda.gov/recalls-alerts/adams-farm-slaughterhouse-recalls-beef-veal-and-bison-products-due-possible-e.-coli,"Connecticut, Massachusetts, New York","beef, veal, and bison products",possible e. coli o157:h7 adulteration
719,2016-09-27,2016-10-06,High,12355.0,https://www.fsis.usda.gov/recalls-alerts/caviness-beef-packers-recalls-beef-products-due-possible-e.-coli-o103-contamination,Texas,beef products,possible e. coli o103 contamination
720,2016-09-27,2016-11-04,High,0.0,https://www.fsis.usda.gov/recalls-alerts/tyson-foods-inc.-recalls-chicken-nugget-products-due-possible-foreign-matter-0,Pennsylvania,chicken nugget products,possible foreign matter contamination
721,2016-09-30,2017-01-11,High,59408.0,https://www.fsis.usda.gov/recalls-alerts/silver-springs-farms-inc.-recalls-beef-products-due-possible-e.-coli-o157h7-0,Virginia,beef products,possible e. coli o157:h7 contamination
722,2016-10-03,2016-10-13,High,109.0,https://www.fsis.usda.gov/recalls-alerts/dailys-premium-meats-llc-recalls-bacon-products-due-possible-listeria-adulteration,"Idaho, Utah",bacon products,possible listeria adulteration
723,2016-10-07,2017-01-11,High,59408.0,https://www.fsis.usda.gov/recalls-alerts/silver-springs-farms-inc.-recalls-beef-products-due-possible-e.-coli-o157h7,,beef products,possible e. coli o157:h7 adulteration
724,2016-10-09,2017-03-08,High,1917.0,https://www.fsis.usda.gov/recalls-alerts/kraft-heinz-recalls-ready-eat-lunchables-ham-and-american-cracker-stackers-product,"California, Utah",ready-to-eat lunchables ham and american cracker stackers product,misbranding and undeclared allergens
725,2016-10-09,,,,https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-chicken-product-due-possible-salmonella,Washington,chicken product,possible salmonella contamination
726,2016-10-12,2016-12-22,High,1641.0,https://www.fsis.usda.gov/recalls-alerts/chicharrones-jj-recalls-rendered-animal-fat-pork-lard-products-due-misbranding-and,California,rendered animal fat (pork lard) products,misbranding and an undeclared allergen
727,2016-10-14,2017-02-23,High,395.0,https://www.fsis.usda.gov/recalls-alerts/national-meat-and-provisions-recalls-beef-and-veal-products-due-possible-e.-coli-o26,Louisiana,beef and veal products,possible e. coli o26 contamination
728,2016-10-15,2016-11-10,High,0.0,https://www.fsis.usda.gov/recalls-alerts/tyson-foods-recalls-frozen-popcorn-chicken-products-due-possible-foreign-matter,"Illinois, Missouri",frozen popcorn chicken products,possible foreign matter contamination
729,2016-10-15,2016-11-28,High,51215.0,https://www.fsis.usda.gov/recalls-alerts/michigan-turkey-producers-recalls-turkey-products-due-possible-foreign-matter,"Florida, Puerto Rico",turkey products,possible foreign matter contamination
730,2016-10-21,2016-12-13,High,4528.0,https://www.fsis.usda.gov/recalls-alerts/st.-clair-foods-inc.-recalls-poultry-products-due-misbranding-and-undeclared,"Alabama, Arkansas, Kentucky, Mississippi, Tennessee, Texas",poultry products,misbranding and an undeclared allergen
731,2016-10-21,2016-12-22,Low,6740.0,https://www.fsis.usda.gov/recalls-alerts/brookwood-farms-inc.-recalls-pulled-pork-products-due-misbranding-and-undeclared,,pulled pork products,misbranding and an undeclared allergen
732,2016-10-25,2017-01-12,High,1061.0,https://www.fsis.usda.gov/recalls-alerts/crider-inc.-recalls-canned-organic-roasted-chicken-breast-due-possible-foreign,,canned organic roasted chicken breast,possible foreign matter contamination
733,2016-10-26,2017-02-23,High,749.0,https://www.fsis.usda.gov/recalls-alerts/gaisers-european-style-provision-inc.-recalls-chicken-and-pork-bologna-products-due,"California, Minnesota, New Jersey, New York, Washington",chicken and pork bologna products,"misbranding, undeclared allergens, and being formulated with uninspected meat and poultry products"
734,2016-11-03,2016-12-08,High,0.0,https://www.fsis.usda.gov/recalls-alerts/flavor-trade-llc.-recalls-beef-products-produced-without-benefit-inspection-0,Missouri,beef products,produced without benefit of inspection
735,2016-11-06,2016-12-08,Low,4869.0,https://www.fsis.usda.gov/recalls-alerts/osi-industries-llc-recalls-chicken-products-due-possible-foreign-matter,"Kansas, Kentucky, Minnesota, North Carolina, Ohio, Wisconsin",chicken products,possible foreign matter contamination
736,2016-11-08,2017-02-10,High,500.0,https://www.fsis.usda.gov/recalls-alerts/klements-sausage-company-inc.-recalls-beef-and-sausage-products-due-possible-foreign,"Iowa, Michigan, Wisconsin",beef and sausage products,possible foreign matter contamination
737,2016-11-08,2017-02-10,High,0.0,https://www.fsis.usda.gov/recalls-alerts/water-lilies-food-inc.-recalls-egg-roll-product-due-misbranding-and-undeclared,,egg roll product,misbranding and undeclared allergens
738,2016-11-09,2016-12-13,High,0.0,https://www.fsis.usda.gov/recalls-alerts/flavor-trade-llc.-recalls-beef-products-produced-without-benefit-inspection,"Kansas, Missouri",beef products,produced without benefit of inspection
739,2016-11-12,2016-11-28,High,44.0,https://www.fsis.usda.gov/recalls-alerts/schnuck-markets-inc.-recalls-ready-eat-chicken-breast-products-may-be-undercooked,"Illinois, Indiana, Missouri",ready-to-eat chicken breast products,may be undercooked
740,2016-11-15,2017-02-23,Low,35.0,https://www.fsis.usda.gov/recalls-alerts/piccadilly-fine-foods-recalls-beef-shepherds-pie-due-misbranding-and-undeclared,California,beef shepherd’s pie,misbranding and undeclared allergens
741,2016-11-17,2016-12-22,Low,1230.0,https://www.fsis.usda.gov/recalls-alerts/morty-pride-meats-inc.-recalls-pork-barbeque-products-due-misbranding-and-undeclared,"North Carolina, South Carolina",pork barbeque products,misbranding and undeclared allergens
742,2016-11-17,2016-12-22,High,842.0,https://www.fsis.usda.gov/recalls-alerts/la-quercia-recalls-dried-pork-products-due-insufficient-dehydration,"California, Colorado, Illinois, Indiana, Iowa, Massachusetts, New York, Oregon, Texas, Virginia",dried pork products,insufficient dehydration
743,2016-11-18,2017-01-11,High,4059.0,https://www.fsis.usda.gov/recalls-alerts/wayne-farms-llc.-recalls-ready-eat-chicken-breast-products-may-be-undercooked,"Florida, Iowa, Minnesota, Missouri, North Dakota",ready-to-eat chicken breast products,may be undercooked
744,2016-11-22,2016-12-12,Low,24395.0,https://www.fsis.usda.gov/recalls-alerts/omni-custom-meats-inc-recalls-roasted-chicken-quarters-due-misbranding-and,"Georgia, Missouri",roasted chicken quarters,misbranding and undeclared allergens
745,2016-11-22,2017-01-24,High,194.0,https://www.fsis.usda.gov/recalls-alerts/hale-and-hearty-soups-llc-recalls-ready-eat-chicken-chili-soup-due-possible-listeria,"Maryland, Massachusetts, New Jersey, New York, Vermont",ready-to-eat chicken chili soup,possible listeria contamination
746,2016-11-22,2017-04-07,High,0.0,https://www.fsis.usda.gov/recalls-alerts/h.j.-heinz-co.-recalls-products-incorrectly-labeled-pork-gravy-due-misbranding-and,,products incorrectly labeled as pork gravy,misbranding and undeclared allergens
747,2016-11-23,2016-12-06,High,0.0,https://www.fsis.usda.gov/recalls-alerts/nicks-calvert-recalls-meatball-products-due-misbranding-and-undeclared-allergens,Maryland,meatball products,misbranding and undeclared allergens
748,2016-11-23,2017-06-29,High,529750.0,https://www.fsis.usda.gov/recalls-alerts/national-steak-and-poultry-recalls-food-service-ready-eat-chicken-may-be-undercooked,,food service ready-to-eat chicken,may be undercooked
749,2016-12-04,2017-06-29,High,529750.0,https://www.fsis.usda.gov/recalls-alerts/national-steak-and-poultry-recalls-ready-eat-chicken-may-be-undercooked,,ready-to-eat chicken,may be undercooked
750,2016-12-08,2016-12-22,High,26.0,https://www.fsis.usda.gov/recalls-alerts/taylor-farms-northwest-llc-recalls-meatloaf-products-due-misbranding-and-undeclared,"Oregon, Washington",meatloaf products,misbranding and undeclared allergens
751,2016-12-09,,,,https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-possibly-undercooked-ready-eat-chicken-products-have,,possibly undercooked ready-to-eat chicken products,have been incorporated into other food products
752,2016-12-12,2017-02-14,Marginal,35363.0,https://www.fsis.usda.gov/recalls-alerts/king-meat-services-inc.-recalls-beef-products-due-misbranding,California,beef products,misbranding
753,2016-12-15,2017-02-23,High,3600.0,https://www.fsis.usda.gov/recalls-alerts/rr-provision-company-inc.-recalls-breaded-veal-products-due-misbranding-and,"New Jersey, Pennsylvania",breaded veal products,misbranding and undeclared allergens
754,2016-12-21,2017-07-20,Low,2264.0,https://www.fsis.usda.gov/recalls-alerts/ruiz-food-products-inc.-recalls-beef-and-cheese-tortilla-products-due-possible,"Arkansas, Illinois, Indiana, Iowa, Kentucky, Maryland, Michigan, North Carolina, Oklahoma, Pennsylvania, Texas, Wisconsin",beef and cheese tortilla products,possible foreign matter contamination
755,2016-12-22,2017-05-01,High,1989.0,https://www.fsis.usda.gov/recalls-alerts/pork-rinds-snacks-llc-recalls-pork-skin-products-due-possible-salmonella,"Florida, Georgia, North Carolina, South Carolina, Virginia",pork skin products,possible salmonella contamination
756,2016-12-23,2017-05-16,High,3907.0,https://www.fsis.usda.gov/recalls-alerts/gold-medal-packing-inc.-recalls-veal-products-due-possible-e.-coli-o26-and-o45,,veal products,possible e. coli o26 and o45 contamination
757,2016-12-24,2017-07-20,High,5900.0,https://www.fsis.usda.gov/recalls-alerts/texas-best-proteins-recalls-cajun-style-dirty-rice-containing-chicken-products-and,Texas,cajun style dirty rice containing chicken products and turkey cajun dinner kits containing dirty rice,misbranding and undeclared allergens
758,2017-01-05,2017-10-11,Marginal,72.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-001-2017-italian-sausage,Missouri,,
759,2017-01-06,,,,https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-sliced-deli-meat-products-due-possible-listeria,"Colorado, New Mexico, Texas",sliced deli meat products,possible listeria contamination
760,2017-01-07,,,,https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-chicken-strips-products-due-possible-listeria,,chicken strips products,possible listeria contamination
761,2017-01-09,2017-10-11,High,330.0,https://www.fsis.usda.gov/recalls-alerts/schreiber-processing-corp.-recalls-chicken-tender-products-due-possible-foreign,"New Jersey, New York, Washington",chicken tender products,possible foreign matter contamination and misbranding
762,2017-01-10,2017-06-22,High,489.0,https://www.fsis.usda.gov/recalls-alerts/perfect-fit-meals-llc-recalls-chicken-breast-product-due-misbranding-and-undeclared,,chicken breast product,misbranding and undeclared allergens
763,2017-01-12,2017-02-23,High,947.0,https://www.fsis.usda.gov/recalls-alerts/kettle-cuisine-llc-recalls-chicken-soup-product-due-misbranding-and-undeclared,"Connecticut, Maine, Massachusetts, New Jersey, Rhode Island",chicken soup product,misbranding and undeclared allergens
764,2017-01-14,2017-01-27,High,6765.0,https://www.fsis.usda.gov/recalls-alerts/olymel-s.e.c.l.p.-recalls-pork-products-produced-without-benefit-inspection,Michigan,pork products,produced without benefit of inspection
765,2017-01-18,2017-02-02,Marginal,1240.0,https://www.fsis.usda.gov/recalls-alerts/burgers-ozark-country-cured-recalls-poultry-products-due-misbranding,,poultry products,misbranding
766,2017-01-18,2017-02-23,Marginal,24.0,https://www.fsis.usda.gov/recalls-alerts/willow-tree-poultry-farm-inc.-recalls-chicken-salad-products-due-misbranding,,chicken salad products,misbranding
767,2017-01-19,2017-02-28,High,0.0,https://www.fsis.usda.gov/recalls-alerts/mountain-view-packaging-llc-recalls-chicken-products-due-misbranding-and-undeclared,,chicken products,misbranding and undeclared allergens
